iter	Logloss
365	0.5744236034
366	0.5743607711
367	0.5742842439
368	0.5741928732
369	0.5741414949
370	0.5740377147
371	0.5739000728
372	0.5738353296
373	0.5737770243
374	0.5737128384
375	0.5736538051
376	0.573570533
377	0.5735220097
378	0.5734505556
379	0.573378237
380	0.5733068852
381	0.5732397534
382	0.5731716206
383	0.573099484
384	0.5730090914
385	0.572940788
386	0.5728732467
387	0.5727982324
388	0.5727504143
389	0.5726789033
390	0.5726259326
391	0.5725661486
392	0.5724941372
393	0.5724408139
394	0.5723615341
395	0.5723045028
396	0.5722451397
397	0.5721325329
398	0.5720593043
399	0.571996017
400	0.5719551374
401	0.5718925212
402	0.5718093059
403	0.5717404224
404	0.571669628
405	0.5715881757
406	0.5715140827
407	0.5714366798
408	0.5713000616
409	0.5712205885
410	0.5711533315
411	0.5711122698
412	0.5710462299
413	0.5709619455
414	0.5708882506
415	0.5708152836
416	0.5707628589
417	0.5706892437
418	0.5706065175
419	0.5705572435
420	0.5704949458
421	0.5704277002
422	0.5703578271
423	0.5702377928
424	0.5701622097
425	0.5700830324
426	0.5700122038
427	0.5699593924
428	0.5698925222
429	0.5698052462
430	0.5697375001
431	0.5696851437
432	0.569604954
433	0.5695435207
434	0.5694790846
435	0.5694183907
436	0.5693395318
437	0.5692600701
438	0.5692025496
439	0.5691360093
440	0.5690742234
441	0.5690019162
442	0.5689218516
443	0.5688575406
444	0.5687851083
445	0.5687249376
446	0.5686684181
447	0.5685938246
448	0.5685269999
449	0.5684708102
450	0.568409286
451	0.5683417674
452	0.5682834848
453	0.5682265786
454	0.5681696496
455	0.568097786
456	0.5680431774
457	0.5679639773
458	0.567916
459	0.5678435676
460	0.5677662671
461	0.5677100433
462	0.5676436735
463	0.5675722308
464	0.5675192601
465	0.5674417775
466	0.5674006703
467	0.5673296712
468	0.5672423497
469	0.5671716236
470	0.5671044462
471	0.567047267
472	0.566969193
473	0.5669150962
474	0.5668541862
475	0.5667940382
476	0.5667320135
477	0.5666766883
478	0.5666199527
479	0.5665563355
480	0.5664989629
481	0.5664377572
482	0.5663972983
483	0.5663598196
484	0.5663108868
485	0.5662554024
486	0.5661968241
487	0.5661416923
488	0.5660656429
489	0.5660184732
490	0.5659480427
491	0.5658816616
492	0.5658117089
493	0.5657293012
494	0.565668266
495	0.5656033408
496	0.5655317502
497	0.5654363529
498	0.5653718599
499	0.5653270333
500	0.565266419
501	0.5652116626
502	0.5651503317
503	0.5650458462
504	0.5649666688
505	0.5649050991
506	0.5648625132
507	0.5647920259
508	0.5647307406
509	0.5646312143
510	0.564579802
511	0.5645036161
512	0.56443678
513	0.5643808405
514	0.5643361163
515	0.5642789712
516	0.5641876346
517	0.5640630278
518	0.5639850334
519	0.5639218484
520	0.5638806161
521	0.5638326957
522	0.5637484567
523	0.5637003088
524	0.5636402632
525	0.5635629626
526	0.5635263711
527	0.5634506402
528	0.5633844752
529	0.5633320846
530	0.563260221
531	0.5631927479
532	0.5631436331
533	0.5630860217
534	0.5630303552
535	0.5629695248
536	0.562905248
537	0.5628234659
538	0.5627575852
539	0.5626930467
540	0.5626219907
541	0.5625685537
542	0.5625128303
543	0.5624436739
544	0.562382343
545	0.5623233097
546	0.5622690196
547	0.5622000906
548	0.5621339142
549	0.5620803748
550	0.5620142552
551	0.5619734666
552	0.561909929
553	0.5618393621
554	0.5617702284
555	0.56167325
556	0.5616136139
557	0.5615533409
558	0.5614825237
559	0.5614173369
560	0.5613710657
561	0.5612858485
562	0.5612136437
563	0.5611740152
564	0.5611164151
565	0.5610672662
566	0.5610245553
567	0.5609846197
568	0.5609145419
569	0.5608598423
570	0.5608151976
571	0.5607731123
572	0.5606978705
573	0.560638769
574	0.5605318266
575	0.5604842815
576	0.5604096653
577	0.5603516558
578	0.560312141
579	0.560246158
580	0.5601831323
581	0.5601156934
582	0.5600519283
583	0.5600049633
584	0.5599467945
585	0.5598805272
586	0.5598177631
587	0.55977189
588	0.5597009819
589	0.5596610008
590	0.5596050045
591	0.5595390897
592	0.5594876546
593	0.5594272678
594	0.5593600222
595	0.5592898875
596	0.5592367575
597	0.5591843783
598	0.5591261299
599	0.5590572236
600	0.5589865316
601	0.5589193429
602	0.558850448
603	0.5588117749
604	0.5587609313
605	0.5587194601
606	0.5586619283
607	0.5585927263
608	0.5585497992
609	0.5584776058
610	0.5584320512
611	0.5583655904
612	0.5582890406
613	0.5582341362
614	0.5581351674
615	0.5580961531
616	0.558050371
617	0.5579875615
618	0.5579395159
619	0.5578786741
620	0.5578204598
621	0.5577624389
622	0.5576981165
623	0.5576489335
624	0.5575971571
625	0.5575290926
626	0.5574814679
627	0.5574290545
628	0.5573542222
629	0.5573040155
630	0.5572540249
631	0.5571870523
632	0.5571340702
633	0.557084091
634	0.5570176416
635	0.5569493496
636	0.5568936036
637	0.5568315674
638	0.5567618422
639	0.5567002497
640	0.5566503274
641	0.5565922837
642	0.5565310893
643	0.5564969092
644	0.5564416295
645	0.5563962341
646	0.5563463232
647	0.5562752444
648	0.556216723
649	0.5561584063
650	0.5560998849
651	0.5560771133
652	0.556031991
653	0.5559768591
654	0.5559284951
655	0.5558669708
656	0.5557851091
657	0.5557215943
658	0.5556494691
659	0.5556120586
660	0.5555676529
661	0.5555155012
662	0.5554615181
663	0.5554064773
664	0.5553536772
665	0.5552971577
666	0.5552009301
667	0.5551497338
668	0.5551046342
669	0.5550504806
670	0.555015436
671	0.5549584388
672	0.5548825486
673	0.5548367211
674	0.5547908821
675	0.5547373996
676	0.5546789919
677	0.5546281596
678	0.5545957198
679	0.5545414638
680	0.5544675187
681	0.5544183015
682	0.5543691071
683	0.5543145554
684	0.5542772814
685	0.5542166444
686	0.5541610917
687	0.5541082802
688	0.5540480413
689	0.5539947749
690	0.5539494705
691	0.5538934174
692	0.5538319841
693	0.5537883632
694	0.5537427404
695	0.5537053413
696	0.5536624597
697	0.5536028464
698	0.5535590548
699	0.5535019893
700	0.5534611438
701	0.5534104594
702	0.5533494697
703	0.5533040061
704	0.5532625805
705	0.553209678
706	0.5531649083
707	0.553119422
708	0.5530458636
709	0.5530169953
710	0.5529735678
711	0.5529203923
712	0.5528497458
713	0.5528053628
714	0.5527690897
715	0.5527055295
716	0.5526571313
717	0.5526246004
718	0.5525796601
719	0.5525183861
720	0.5524740486
721	0.5524013433
722	0.552335474
723	0.5522858815
724	0.5522219572
725	0.5521407666
726	0.5520928348
727	0.552012247
728	0.551957172
729	0.5519197274
730	0.5518536079
731	0.5518147074
732	0.5517533537
733	0.551701748
734	0.5516677612
735	0.5516237877
736	0.5515710786
737	0.5515058576
738	0.5514580851
739	0.5514066272
740	0.5513373569
741	0.5512777208
742	0.5512092923
743	0.5511574477
744	0.5511069339
745	0.5510617774
746	0.5510038361
747	0.5509468161
748	0.5509031497
749	0.5508520444
750	0.5507877903
751	0.5507462395
752	0.5506957826
753	0.5506434944
754	0.5506050488
755	0.5505450146
756	0.5505043283
757	0.5504300419
758	0.5503621935
759	0.5503199944
760	0.5502535791
761	0.550204817
762	0.5501505496
763	0.5501142197
764	0.5500620225
765	0.5500091086
766	0.549947391
767	0.5499067616
768	0.5498530402
769	0.5497919368
770	0.5497354741
771	0.5496802968
772	0.5496367783
773	0.5496015062
774	0.5495538018
775	0.549486033
776	0.5494265334
777	0.5493760196
778	0.5493307721
779	0.5492888688
780	0.5492227037
781	0.5491773539
782	0.5491513292
783	0.5490660324
784	0.5489824077
785	0.5489436436
786	0.5488942218
787	0.5488447203
788	0.5487872567
789	0.54873225
790	0.5486684395
791	0.5486294479
792	0.5485739863
793	0.5485231198
794	0.5484600259
795	0.5484034495
796	0.5483433016
797	0.5482748958
798	0.5481952521
799	0.5481305089
800	0.5480942017
801	0.5480411514
802	0.5479905125
803	0.5479620764
804	0.5479249048
805	0.5478865843
806	0.5478486961
807	0.5477988307
808	0.5477386713
809	0.5476921955
810	0.5476370068
811	0.5475611621
812	0.5475107961
813	0.5474728397
814	0.5474323581
815	0.5473806727
816	0.5473374044
817	0.5472820224
818	0.5472326687
819	0.5471802782
820	0.5471374762
821	0.5470824126
822	0.5470204675
823	0.5469612978
824	0.5469184844
825	0.5468641147
826	0.5467760084
827	0.5467300557
828	0.5466808955
829	0.5466249788
830	0.5465779342
831	0.5465268516
832	0.5464824573
833	0.5464142562
834	0.5463541652
835	0.5462806636
836	0.5462255432
837	0.5461611867
838	0.5461149497
839	0.5460796207
840	0.5460217021
841	0.5459792869
842	0.5459258271
843	0.5458690574
844	0.5458338535
845	0.5457841473
846	0.5457285605
847	0.5457035595
848	0.5456630097
849	0.545617057
850	0.5455631991
851	0.5455189185
852	0.5454849658
853	0.5454340425
854	0.5453652955
855	0.5453226301
856	0.545259502
857	0.545235047
858	0.545212628
859	0.5451753881
860	0.5451272402
861	0.5450742695
862	0.5450253026
863	0.5449592855
864	0.544919293
865	0.5448538218
866	0.5447973706
867	0.5447729838
868	0.5446732415
869	0.5446361381
870	0.54460363
871	0.5445644224
872	0.5444994175
873	0.5444173283
874	0.5443774837
875	0.5443289263
876	0.5442895708
877	0.5442526949
878	0.544211474
879	0.5441537829
880	0.5441145867
881	0.5440687932
882	0.544025832
883	0.5439853505
884	0.5439350755
885	0.5438871778
886	0.5438341616
887	0.543788118
888	0.5437337937
889	0.5437001596
890	0.5436633178
891	0.5436149879
892	0.5435732665
893	0.543531602
894	0.5434798711
895	0.5434281061
896	0.543372451
897	0.5433251334
898	0.5432770992
899	0.5432351162
900	0.5431700432
901	0.5431223957
902	0.543079298
903	0.5430446515
904	0.5429828429
905	0.5429351955
906	0.5428623081
907	0.5428125678
908	0.5427756009
909	0.5427235402
910	0.5426811477
911	0.5426397903
912	0.5425982395
913	0.5425526508
914	0.5425064821
915	0.5424645104
916	0.5424266109
917	0.5424013141
918	0.5423653027
919	0.5423397558
920	0.5422722258
921	0.5422282068
922	0.5421791603
923	0.5421452417
924	0.5420927715
925	0.5420196226
926	0.5419782993
927	0.5419233381
928	0.5418647143
929	0.5418233797
930	0.5417854801
931	0.5417443388
932	0.5417036866
933	0.5416640354
934	0.5416185036
935	0.5415833907
936	0.5415414987
937	0.5414931119
938	0.5414487858
939	0.5414006947
940	0.5413497942
941	0.541308596
942	0.5412637694
943	0.541222412
944	0.5411634925
945	0.5411172782
946	0.5410913218
947	0.5410386923
948	0.5409907036
949	0.540951405
950	0.5409123452
951	0.5408758333
952	0.5408276285
953	0.5407697327
954	0.5407322767
955	0.5406619032
956	0.5406138804
957	0.5405660509
958	0.5405227371
959	0.5404514991
960	0.5404055464
961	0.5403638137
962	0.5403128449
963	0.5402630135
964	0.5401769319
965	0.540134346
966	0.5400887005
967	0.5400316919
968	0.5399948615
969	0.5399458377
970	0.5399004424
971	0.5398508613
972	0.5397968669
973	0.5397589673
974	0.5397144592
975	0.5396826108
976	0.539628025
977	0.5395541367
978	0.5395182618
979	0.5394758352
980	0.5394193498
981	0.5393595317
982	0.5393105989
983	0.5392711183
984	0.539222686
985	0.5391523466
986	0.5391154479
987	0.5390792545
988	0.5390436185
989	0.5389850288
990	0.5389319102
991	0.5388795538
992	0.5388419841
993	0.5387906513
994	0.5387480427
995	0.5387064919
996	0.538628725
997	0.5385985031
998	0.538571068
999	0.5385407324
